<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.01.25	17:00:00	1.08603	1.08616	1.08457	1.08470	1588	0	0
2024.01.25	17:15:00	1.08470	1.08513	1.08376	1.08443	1603	0	0
2024.01.25	17:30:00	1.08444	1.08457	1.08336	1.08382	1403	0	0
2024.01.25	17:45:00	1.08382	1.08384	1.08294	1.08318	1282	0	0
2024.01.25	18:00:00	1.08318	1.08364	1.08242	1.08356	1115	0	0
2024.01.25	18:15:00	1.08357	1.08398	1.08343	1.08365	930	0	0
2024.01.25	18:30:00	1.08368	1.08383	1.08337	1.08343	926	0	0
2024.01.25	18:45:00	1.08343	1.08378	1.08342	1.08364	800	0	0
2024.01.25	19:00:00	1.08364	1.08388	1.08327	1.08372	819	0	0
2024.01.25	19:15:00	1.08372	1.08522	1.08371	1.08445	1226	0	0
2024.01.25	19:30:00	1.08445	1.08448	1.08313	1.08329	861	0	0
2024.01.25	19:45:00	1.08329	1.08391	1.08323	1.08377	675	0	0
2024.01.25	20:00:00	1.08378	1.08467	1.08356	1.08431	1125	0	0
2024.01.25	20:15:00	1.08430	1.08434	1.08346	1.08411	1007	0	0
2024.01.25	20:30:00	1.08406	1.08415	1.08355	1.08374	794	0	0
2024.01.25	20:45:00	1.08375	1.08392	1.08301	1.08302	751	0	0
2024.01.25	21:00:00	1.08302	1.08313	1.08242	1.08278	736	0	0
2024.01.25	21:15:00	1.08278	1.08292	1.08218	1.08280	752	0	0
2024.01.25	21:30:00	1.08280	1.08340	1.08269	1.08330	651	0	0
2024.01.25	21:45:00	1.08328	1.08377	1.08317	1.08360	553	0	0
2024.01.25	22:00:00	1.08360	1.08378	1.08345	1.08353	438	0	0
2024.01.25	22:15:00	1.08353	1.08361	1.08335	1.08340	452	0	0
2024.01.25	22:30:00	1.08340	1.08388	1.08337	1.08382	404	0	0
2024.01.25	22:45:00	1.08381	1.08406	1.08377	1.08398	409	0	0
2024.01.25	23:00:00	1.08399	1.08420	1.08392	1.08417	317	0	0
2024.01.25	23:15:00	1.08418	1.08450	1.08418	1.08443	186	0	0
2024.01.25	23:30:00	1.08443	1.08460	1.08442	1.08460	167	0	0
2024.01.25	23:45:00	1.08459	1.08483	1.08455	1.08459	269	0	0
2024.01.26	00:00:00	1.08392	1.08450	1.08380	1.08450	91	0	34
2024.01.26	00:15:00	1.08441	1.08471	1.08423	1.08471	144	0	0
2024.01.26	00:30:00	1.08471	1.08474	1.08464	1.08468	322	0	0
2024.01.26	00:45:00	1.08469	1.08475	1.08460	1.08465	60	0	0
2024.01.26	01:00:00	1.08467	1.08474	1.08429	1.08459	178	0	0
2024.01.26	01:15:00	1.08460	1.08461	1.08454	1.08455	174	0	0
2024.01.26	01:30:00	1.08456	1.08461	1.08433	1.08436	201	0	0
2024.01.26	01:45:00	1.08436	1.08478	1.08432	1.08456	182	0	0
2024.01.26	02:00:00	1.08457	1.08460	1.08416	1.08416	295	0	0
2024.01.26	02:15:00	1.08420	1.08420	1.08384	1.08386	243	0	0
2024.01.26	02:30:00	1.08386	1.08426	1.08376	1.08420	209	0	0
2024.01.26	02:45:00	1.08420	1.08446	1.08395	1.08400	489	0	0
2024.01.26	03:00:00	1.08400	1.08425	1.08393	1.08411	495	0	0
2024.01.26	03:15:00	1.08410	1.08456	1.08404	1.08445	337	0	0
2024.01.26	03:30:00	1.08445	1.08465	1.08431	1.08434	475	0	0
2024.01.26	03:45:00	1.08436	1.08468	1.08430	1.08446	504	0	0
2024.01.26	04:00:00	1.08446	1.08472	1.08441	1.08468	374	0	0
2024.01.26	04:15:00	1.08468	1.08490	1.08460	1.08480	291	0	0
2024.01.26	04:30:00	1.08480	1.08485	1.08471	1.08472	328	0	0
2024.01.26	04:45:00	1.08472	1.08476	1.08440	1.08444	309	0	0
2024.01.26	05:00:00	1.08444	1.08476	1.08442	1.08455	262	0	0
2024.01.26	05:15:00	1.08455	1.08458	1.08442	1.08452	247	0	0
2024.01.26	05:30:00	1.08452	1.08463	1.08440	1.08456	244	0	0
2024.01.26	05:45:00	1.08456	1.08461	1.08444	1.08451	172	0	0
2024.01.26	06:00:00	1.08451	1.08452	1.08418	1.08420	184	0	0
2024.01.26	06:15:00	1.08420	1.08440	1.08419	1.08434	192	0	0
2024.01.26	06:30:00	1.08435	1.08438	1.08395	1.08399	163	0	0
2024.01.26	06:45:00	1.08400	1.08401	1.08381	1.08397	230	0	0
2024.01.26	07:00:00	1.08396	1.08410	1.08386	1.08410	235	0	0
2024.01.26	07:15:00	1.08410	1.08411	1.08393	1.08400	140	0	0
2024.01.26	07:30:00	1.08400	1.08440	1.08390	1.08434	447	0	0
2024.01.26	07:45:00	1.08436	1.08438	1.08420	1.08426	354	0	0
2024.01.26	08:00:00	1.08427	1.08429	1.08359	1.08368	417	0	0
2024.01.26	08:15:00	1.08367	1.08393	1.08360	1.08385	301	0	0
2024.01.26	08:30:00	1.08385	1.08385	1.08303	1.08311	541	0	0
2024.01.26	08:45:00	1.08311	1.08338	1.08285	1.08294	484	0	0
2024.01.26	09:00:00	1.08291	1.08306	1.08245	1.08255	600	0	0
2024.01.26	09:15:00	1.08256	1.08258	1.08153	1.08167	786	0	0
2024.01.26	09:30:00	1.08166	1.08217	1.08151	1.08161	849	0	0
2024.01.26	09:45:00	1.08160	1.08199	1.08130	1.08196	810	0	0
2024.01.26	10:00:00	1.08195	1.08278	1.08175	1.08254	1021	0	0
2024.01.26	10:15:00	1.08252	1.08295	1.08229	1.08277	882	0	0
2024.01.26	10:30:00	1.08277	1.08355	1.08271	1.08347	953	0	0
2024.01.26	10:45:00	1.08347	1.08422	1.08343	1.08403	716	0	0
2024.01.26	11:00:00	1.08408	1.08477	1.08374	1.08394	1140	0	0
2024.01.26	11:15:00	1.08393	1.08411	1.08342	1.08384	913	0	0
2024.01.26	11:30:00	1.08383	1.08484	1.08379	1.08466	865	0	0
2024.01.26	11:45:00	1.08466	1.08506	1.08442	1.08443	814	0	0
2024.01.26	12:00:00	1.08443	1.08572	1.08442	1.08560	726	0	0
2024.01.26	12:15:00	1.08560	1.08618	1.08535	1.08612	663	0	0
2024.01.26	12:30:00	1.08613	1.08627	1.08582	1.08610	624	0	0
2024.01.26	12:45:00	1.08611	1.08663	1.08608	1.08649	668	0	0
2024.01.26	13:00:00	1.08651	1.08729	1.08645	1.08678	838	0	0
2024.01.26	13:15:00	1.08678	1.08762	1.08668	1.08738	687	0	0
2024.01.26	13:30:00	1.08736	1.08738	1.08687	1.08707	616	0	0
2024.01.26	13:45:00	1.08707	1.08747	1.08706	1.08746	478	0	0
2024.01.26	14:00:00	1.08747	1.08759	1.08728	1.08751	494	0	0
2024.01.26	14:15:00	1.08752	1.08752	1.08707	1.08707	485	0	0
2024.01.26	14:30:00	1.08707	1.08717	1.08686	1.08702	486	0	0
2024.01.26	14:45:00	1.08702	1.08741	1.08657	1.08674	619	0	0
2024.01.26	15:00:00	1.08675	1.08753	1.08656	1.08748	797	0	0
2024.01.26	15:15:00	1.08749	1.08785	1.08719	1.08740	1000	0	0
2024.01.26	15:30:00	1.08741	1.08855	1.08564	1.08708	2294	0	0
2024.01.26	15:45:00	1.08708	1.08838	1.08685	1.08721	1587	0	0
2024.01.26	16:00:00	1.08721	1.08804	1.08707	1.08709	1441	0	0
2024.01.26	16:15:00	1.08712	1.08732	1.08640	1.08643	1295	0	0
2024.01.26	16:30:00	1.08641	1.08737	1.08610	1.08714	1416	0	0
2024.01.26	16:45:00	1.08714	1.08744	1.08657	1.08740	1115	0	0
2024.01.26	17:00:00	1.08721	1.08724	1.08616	1.08630	1583	0	0
2024.01.26	17:15:00	1.08632	1.08632	1.08552	1.08574	1244	0	0
2024.01.26	17:30:00	1.08573	1.08639	1.08559	1.08620	971	0	0
2024.01.26	17:45:00	1.08619	1.08666	1.08594	1.08641	944	0	0
2024.01.26	18:00:00	1.08640	1.08652	1.08590	1.08617	868	0	0
2024.01.26	18:15:00	1.08617	1.08686	1.08617	1.08664	737	0	0
2024.01.26	18:30:00	1.08664	1.08695	1.08617	1.08638	634	0	0
2024.01.26	18:45:00	1.08638	1.08668	1.08633	1.08651	669	0	0
2024.01.26	19:00:00	1.08650	1.08685	1.08621	1.08679	620	0	0
2024.01.26	19:15:00	1.08679	1.08706	1.08643	1.08651	556	0	0
2024.01.26	19:30:00	1.08651	1.08651	1.08593	1.08607	608	0	0
2024.01.26	19:45:00	1.08607	1.08640	1.08594	1.08638	731	0	0
2024.01.26	20:00:00	1.08638	1.08655	1.08615	1.08640	554	0	0
2024.01.26	20:15:00	1.08640	1.08661	1.08612	1.08636	508	0	0
2024.01.26	20:30:00	1.08635	1.08637	1.08580	1.08600	699	0	0
2024.01.26	20:45:00	1.08600	1.08600	1.08540	1.08559	527	0	0
2024.01.26	21:00:00	1.08559	1.08594	1.08553	1.08590	414	0	0
2024.01.26	21:15:00	1.08590	1.08600	1.08569	1.08569	399	0	0
2024.01.26	21:30:00	1.08569	1.08602	1.08562	1.08600	340	0	0
2024.01.26	21:45:00	1.08600	1.08618	1.08574	1.08583	639	0	0
2024.01.26	22:00:00	1.08583	1.08612	1.08573	1.08611	386	0	0
2024.01.26	22:15:00	1.08612	1.08623	1.08587	1.08593	450	0	0
2024.01.26	22:30:00	1.08593	1.08598	1.08561	1.08584	415	0	0
2024.01.26	22:45:00	1.08584	1.08584	1.08533	1.08546	401	0	0
2024.01.26	23:00:00	1.08545	1.08569	1.08539	1.08560	268	0	0
2024.01.26	23:15:00	1.08560	1.08560	1.08536	1.08549	190	0	0
2024.01.26	23:30:00	1.08547	1.08548	1.08522	1.08526	199	0	0
2024.01.26	23:45:00	1.08528	1.08551	1.08520	1.08549	214	0	0
2024.01.29	00:00:00	1.08427	1.08443	1.08370	1.08433	114	0	23
2024.01.29	00:15:00	1.08433	1.08451	1.08433	1.08444	41	0	22
2024.01.29	00:30:00	1.08444	1.08444	1.08433	1.08434	28	0	17
2024.01.29	00:45:00	1.08434	1.08466	1.08434	1.08451	150	0	14
2024.01.29	01:00:00	1.08456	1.08487	1.08419	1.08431	443	0	0
2024.01.29	01:15:00	1.08431	1.08457	1.08420	1.08455	549	0	0
2024.01.29	01:30:00	1.08455	1.08467	1.08423	1.08432	302	0	0
2024.01.29	01:45:00	1.08432	1.08436	1.08421	1.08424	198	0	0
2024.01.29	02:00:00	1.08425	1.08434	1.08413	1.08424	423	0	0
2024.01.29	02:15:00	1.08424	1.08445	1.08418	1.08429	404	0	0
2024.01.29	02:30:00	1.08429	1.08441	1.08419	1.08426	402	0	0
2024.01.29	02:45:00	1.08425	1.08451	1.08420	1.08448	489	0	0
2024.01.29	03:00:00	1.08449	1.08486	1.08441	1.08480	553	0	0
2024.01.29	03:15:00	1.08481	1.08482	1.08442	1.08447	537	0	0
2024.01.29	03:30:00	1.08447	1.08491	1.08447	1.08469	541	0	0
2024.01.29	03:45:00	1.08469	1.08470	1.08435	1.08441	429	0	0
2024.01.29	04:00:00	1.08441	1.08441	1.08403	1.08422	464	0	0
2024.01.29	04:15:00	1.08421	1.08431	1.08395	1.08430	386	0	0
2024.01.29	04:30:00	1.08430	1.08452	1.08426	1.08442	377	0	0
2024.01.29	04:45:00	1.08442	1.08444	1.08417	1.08437	347	0	0
2024.01.29	05:00:00	1.08437	1.08464	1.08437	1.08460	297	0	0
2024.01.29	05:15:00	1.08460	1.08468	1.08429	1.08440	279	0	0
2024.01.29	05:30:00	1.08440	1.08441	1.08426	1.08436	179	0	0
2024.01.29	05:45:00	1.08435	1.08459	1.08434	1.08452	213	0	0
2024.01.29	06:00:00	1.08452	1.08471	1.08452	1.08460	274	0	0
2024.01.29	06:15:00	1.08460	1.08460	1.08438	1.08451	228	0	0
2024.01.29	06:30:00	1.08451	1.08477	1.08440	1.08475	179	0	0
2024.01.29	06:45:00	1.08475	1.08477	1.08443	1.08448	212	0	0
2024.01.29	07:00:00	1.08448	1.08449	1.08406	1.08422	284	0	0
2024.01.29	07:15:00	1.08422	1.08432	1.08399	1.08410	269	0	0
2024.01.29	07:30:00	1.08410	1.08425	1.08398	1.08419	199	0	0
2024.01.29	07:45:00	1.08417	1.08419	1.08397	1.08400	314	0	0
2024.01.29	08:00:00	1.08400	1.08433	1.08393	1.08432	358	0	0
2024.01.29	08:15:00	1.08432	1.08452	1.08426	1.08430	345	0	0
2024.01.29	08:30:00	1.08430	1.08457	1.08423	1.08456	317	0	0
2024.01.29	08:45:00	1.08456	1.08473	1.08441	1.08466	324	0	0
2024.01.29	09:00:00	1.08466	1.08476	1.08415	1.08440	806	0	0
2024.01.29	09:15:00	1.08442	1.08474	1.08427	1.08471	603	0	0
2024.01.29	09:30:00	1.08472	1.08501	1.08463	1.08470	602	0	0
2024.01.29	09:45:00	1.08470	1.08480	1.08351	1.08372	675	0	0
2024.01.29	10:00:00	1.08371	1.08402	1.08333	1.08371	841	0	0
2024.01.29	10:15:00	1.08371	1.08387	1.08332	1.08377	619	0	0
2024.01.29	10:30:00	1.08379	1.08420	1.08354	1.08378	682	0	0
2024.01.29	10:45:00	1.08378	1.08382	1.08332	1.08347	729	0	0
2024.01.29	11:00:00	1.08344	1.08358	1.08303	1.08316	795	0	0
2024.01.29	11:15:00	1.08315	1.08321	1.08261	1.08272	768	0	0
2024.01.29	11:30:00	1.08271	1.08328	1.08232	1.08281	778	0	0
2024.01.29	11:45:00	1.08281	1.08304	1.08240	1.08252	590	0	0
2024.01.29	12:00:00	1.08251	1.08254	1.08217	1.08225	734	0	0
2024.01.29	12:15:00	1.08225	1.08230	1.08152	1.08165	651	0	0
2024.01.29	12:30:00	1.08164	1.08186	1.08139	1.08183	589	0	0
2024.01.29	12:45:00	1.08183	1.08197	1.08157	1.08191	659	0	0
2024.01.29	13:00:00	1.08191	1.08250	1.08190	1.08206	588	0	0
2024.01.29	13:15:00	1.08206	1.08206	1.08165	1.08189	575	0	0
2024.01.29	13:30:00	1.08187	1.08272	1.08186	1.08237	553	0	0
2024.01.29	13:45:00	1.08239	1.08239	1.08197	1.08230	471	0	0
2024.01.29	14:00:00	1.08231	1.08290	1.08221	1.08272	500	0	0
2024.01.29	14:15:00	1.08273	1.08327	1.08270	1.08326	603	0	0
2024.01.29	14:30:00	1.08326	1.08369	1.08316	1.08352	604	0	0
2024.01.29	14:45:00	1.08352	1.08365	1.08205	1.08221	874	0	0
2024.01.29	15:00:00	1.08222	1.08234	1.08163	1.08197	802	0	0
2024.01.29	15:15:00	1.08196	1.08214	1.08139	1.08214	739	0	0
2024.01.29	15:30:00	1.08214	1.08234	1.08183	1.08224	908	0	0
2024.01.29	15:45:00	1.08221	1.08245	1.08190	1.08204	841	0	0
2024.01.29	16:00:00	1.08203	1.08227	1.08089	1.08091	755	0	0
2024.01.29	16:15:00	1.08092	1.08126	1.08089	1.08092	731	0	0
2024.01.29	16:30:00	1.08088	1.08107	1.08050	1.08072	1088	0	0
2024.01.29	16:45:00	1.08073	1.08078	1.08043	1.08070	784	0	0
2024.01.29	17:00:00	1.08071	1.08106	1.08040	1.08075	732	0	0
2024.01.29	17:15:00	1.08075	1.08075	1.07984	1.08016	785	0	0
2024.01.29	17:30:00	1.08015	1.08053	1.07996	1.08017	875	0	0
2024.01.29	17:45:00	1.08017	1.08017	1.07962	1.07975	958	0	0
2024.01.29	18:00:00	1.07976	1.08056	1.07959	1.08056	909	0	0
2024.01.29	18:15:00	1.08056	1.08088	1.08017	1.08074	610	0	0
2024.01.29	18:30:00	1.08074	1.08078	1.08016	1.08045	584	0	0
2024.01.29	18:45:00	1.08047	1.08071	1.08041	1.08061	596	0	0
2024.01.29	19:00:00	1.08060	1.08124	1.08056	1.08120	603	0	0
2024.01.29	19:15:00	1.08120	1.08161	1.08116	1.08150	541	0	0
2024.01.29	19:30:00	1.08150	1.08160	1.08138	1.08139	441	0	0
2024.01.29	19:45:00	1.08139	1.08147	1.08116	1.08117	447	0	0
2024.01.29	20:00:00	1.08117	1.08126	1.08098	1.08104	491	0	0
2024.01.29	20:15:00	1.08103	1.08118	1.08094	1.08118	499	0	0
2024.01.29	20:30:00	1.08119	1.08133	1.08103	1.08124	310	0	0
2024.01.29	20:45:00	1.08124	1.08131	1.08098	1.08115	315	0	0
2024.01.29	21:00:00	1.08115	1.08176	1.08099	1.08164	470	0	0
2024.01.29	21:15:00	1.08164	1.08179	1.08158	1.08177	370	0	0
2024.01.29	21:30:00	1.08176	1.08199	1.08169	1.08186	303	0	0
2024.01.29	21:45:00	1.08186	1.08201	1.08175	1.08190	370	0	0
2024.01.29	22:00:00	1.08194	1.08316	1.08193	1.08299	1018	0	0
2024.01.29	22:15:00	1.08299	1.08405	1.08299	1.08367	1085	0	0
2024.01.29	22:30:00	1.08368	1.08379	1.08291	1.08330	857	0	0
2024.01.29	22:45:00	1.08326	1.08337	1.08300	1.08312	820	0	0
2024.01.29	23:00:00	1.08311	1.08313	1.08267	1.08310	393	0	0
2024.01.29	23:15:00	1.08311	1.08337	1.08303	1.08333	233	0	0
2024.01.29	23:30:00	1.08334	1.08342	1.08322	1.08331	202	0	0
2024.01.29	23:45:00	1.08332	1.08350	1.08330	1.08334	362	0	0
2024.01.30	00:00:00	1.08305	1.08319	1.08242	1.08311	53	0	36
2024.01.30	00:15:00	1.08312	1.08323	1.08299	1.08312	76	0	18
2024.01.30	00:30:00	1.08319	1.08327	1.08287	1.08292	127	0	11
2024.01.30	00:45:00	1.08292	1.08327	1.08287	1.08327	116	0	16
2024.01.30	01:00:00	1.08331	1.08366	1.08331	1.08348	166	0	0
2024.01.30	01:15:00	1.08349	1.08369	1.08343	1.08365	232	0	0
2024.01.30	01:30:00	1.08363	1.08369	1.08348	1.08348	142	0	0
2024.01.30	01:45:00	1.08348	1.08360	1.08335	1.08338	148	0	0
2024.01.30	02:00:00	1.08339	1.08366	1.08339	1.08354	412	0	0
2024.01.30	02:15:00	1.08354	1.08383	1.08348	1.08376	456	0	0
2024.01.30	02:30:00	1.08377	1.08391	1.08359	1.08391	408	0	0
2024.01.30	02:45:00	1.08390	1.08421	1.08389	1.08409	449	0	0
2024.01.30	03:00:00	1.08409	1.08409	1.08341	1.08372	496	0	0
2024.01.30	03:15:00	1.08370	1.08377	1.08329	1.08358	543	0	0
2024.01.30	03:30:00	1.08357	1.08377	1.08333	1.08334	638	0	0
2024.01.30	03:45:00	1.08334	1.08363	1.08326	1.08351	505	0	0
2024.01.30	04:00:00	1.08350	1.08351	1.08304	1.08315	316	0	0
2024.01.30	04:15:00	1.08315	1.08328	1.08300	1.08306	381	0	0
2024.01.30	04:30:00	1.08306	1.08334	1.08301	1.08326	316	0	0
2024.01.30	04:45:00	1.08326	1.08361	1.08326	1.08342	253	0	0
2024.01.30	05:00:00	1.08342	1.08345	1.08317	1.08319	296	0	0
2024.01.30	05:15:00	1.08319	1.08326	1.08309	1.08320	262	0	0
2024.01.30	05:30:00	1.08320	1.08342	1.08319	1.08321	232	0	0
2024.01.30	05:45:00	1.08321	1.08327	1.08303	1.08307	340	0	0
2024.01.30	06:00:00	1.08307	1.08336	1.08306	1.08331	238	0	0
2024.01.30	06:15:00	1.08331	1.08335	1.08305	1.08332	176	0	0
2024.01.30	06:30:00	1.08332	1.08336	1.08285	1.08292	285	0	0
2024.01.30	06:45:00	1.08293	1.08293	1.08243	1.08254	392	0	0
2024.01.30	07:00:00	1.08254	1.08259	1.08234	1.08255	289	0	0
2024.01.30	07:15:00	1.08254	1.08290	1.08254	1.08269	384	0	0
2024.01.30	07:30:00	1.08270	1.08285	1.08244	1.08247	265	0	0
2024.01.30	07:45:00	1.08248	1.08249	1.08220	1.08225	199	0	0
2024.01.30	08:00:00	1.08227	1.08250	1.08220	1.08250	432	0	0
2024.01.30	08:15:00	1.08250	1.08261	1.08208	1.08208	493	0	0
2024.01.30	08:30:00	1.08205	1.08231	1.08204	1.08206	415	0	0
2024.01.30	08:45:00	1.08207	1.08209	1.08141	1.08151	497	0	0
2024.01.30	09:00:00	1.08149	1.08152	1.08119	1.08139	741	0	0
2024.01.30	09:15:00	1.08139	1.08187	1.08129	1.08139	586	0	0
2024.01.30	09:30:00	1.08139	1.08195	1.08130	1.08168	675	0	0
2024.01.30	09:45:00	1.08168	1.08243	1.08163	1.08228	760	0	0
2024.01.30	10:00:00	1.08228	1.08323	1.08228	1.08255	1259	0	0
2024.01.30	10:15:00	1.08255	1.08270	1.08188	1.08198	873	0	0
2024.01.30	10:30:00	1.08197	1.08247	1.08163	1.08245	786	0	0
2024.01.30	10:45:00	1.08245	1.08274	1.08208	1.08221	872	0	0
2024.01.30	11:00:00	1.08221	1.08241	1.08179	1.08199	988	0	0
2024.01.30	11:15:00	1.08199	1.08226	1.08180	1.08211	765	0	0
2024.01.30	11:30:00	1.08211	1.08277	1.08208	1.08253	823	0	0
2024.01.30	11:45:00	1.08253	1.08294	1.08237	1.08270	672	0	0
2024.01.30	12:00:00	1.08270	1.08284	1.08231	1.08266	742	0	0
2024.01.30	12:15:00	1.08266	1.08309	1.08257	1.08289	688	0	0
2024.01.30	12:30:00	1.08286	1.08372	1.08280	1.08350	628	0	0
2024.01.30	12:45:00	1.08351	1.08406	1.08349	1.08384	768	0	0
2024.01.30	13:00:00	1.08384	1.08402	1.08372	1.08379	664	0	0
2024.01.30	13:15:00	1.08379	1.08454	1.08372	1.08435	600	0	0
2024.01.30	13:30:00	1.08434	1.08479	1.08393	1.08476	425	0	0
2024.01.30	13:45:00	1.08477	1.08481	1.08418	1.08419	478	0	0
2024.01.30	14:00:00	1.08419	1.08434	1.08404	1.08417	392	0	0
2024.01.30	14:15:00	1.08419	1.08445	1.08377	1.08440	523	0	0
2024.01.30	14:30:00	1.08440	1.08445	1.08367	1.08429	591	0	0
2024.01.30	14:45:00	1.08429	1.08500	1.08426	1.08477	665	0	0
2024.01.30	15:00:00	1.08477	1.08486	1.08398	1.08407	979	0	0
2024.01.30	15:15:00	1.08409	1.08419	1.08382	1.08412	880	0	0
2024.01.30	15:30:00	1.08412	1.08453	1.08362	1.08427	872	0	0
2024.01.30	15:45:00	1.08427	1.08439	1.08341	1.08344	1097	0	0
2024.01.30	16:00:00	1.08346	1.08449	1.08298	1.08437	1094	0	0
2024.01.30	16:15:00	1.08437	1.08514	1.08428	1.08502	954	0	0
2024.01.30	16:30:00	1.08503	1.08563	1.08457	1.08496	1188	0	0
2024.01.30	16:45:00	1.08498	1.08575	1.08473	1.08505	1205	0	0
2024.01.30	17:00:00	1.08506	1.08560	1.08315	1.08323	2289	0	0
2024.01.30	17:15:00	1.08323	1.08384	1.08282	1.08382	1665	0	0
2024.01.30	17:30:00	1.08382	1.08440	1.08347	1.08419	1258	0	0
2024.01.30	17:45:00	1.08419	1.08430	1.08319	1.08370	1348	0	0
2024.01.30	18:00:00	1.08370	1.08417	1.08345	1.08386	1127	0	0
2024.01.30	18:15:00	1.08386	1.08409	1.08354	1.08394	955	0	0
2024.01.30	18:30:00	1.08399	1.08442	1.08385	1.08432	754	0	0
2024.01.30	18:45:00	1.08432	1.08441	1.08409	1.08432	675	0	0
2024.01.30	19:00:00	1.08432	1.08473	1.08415	1.08472	661	0	0
2024.01.30	19:15:00	1.08472	1.08473	1.08426	1.08431	691	0	0
2024.01.30	19:30:00	1.08431	1.08435	1.08391	1.08391	525	0	0
2024.01.30	19:45:00	1.08392	1.08400	1.08369	1.08390	555	0	0
2024.01.30	20:00:00	1.08389	1.08389	1.08329	1.08353	605	0	0
2024.01.30	20:15:00	1.08351	1.08359	1.08316	1.08351	440	0	0
2024.01.30	20:30:00	1.08351	1.08376	1.08344	1.08355	524	0	0
2024.01.30	20:45:00	1.08355	1.08370	1.08351	1.08359	461	0	0
2024.01.30	21:00:00	1.08358	1.08385	1.08357	1.08382	538	0	0
2024.01.30	21:15:00	1.08382	1.08418	1.08382	1.08418	482	0	0
2024.01.30	21:30:00	1.08418	1.08456	1.08416	1.08451	520	0	0
2024.01.30	21:45:00	1.08452	1.08471	1.08432	1.08461	756	0	0
2024.01.30	22:00:00	1.08462	1.08486	1.08438	1.08438	713	0	0
2024.01.30	22:15:00	1.08434	1.08451	1.08431	1.08435	433	0	0
2024.01.30	22:30:00	1.08434	1.08442	1.08409	1.08420	585	0	0
2024.01.30	22:45:00	1.08420	1.08452	1.08416	1.08447	574	0	0
2024.01.30	23:00:00	1.08446	1.08450	1.08427	1.08441	482	0	0
2024.01.30	23:15:00	1.08444	1.08469	1.08440	1.08459	236	0	0
2024.01.30	23:30:00	1.08462	1.08467	1.08455	1.08465	292	0	0
2024.01.30	23:45:00	1.08464	1.08470	1.08450	1.08456	387	0	0
2024.01.31	00:00:00	1.08381	1.08446	1.08355	1.08413	95	0	11
2024.01.31	00:15:00	1.08412	1.08448	1.08405	1.08425	232	0	21
2024.01.31	00:30:00	1.08425	1.08440	1.08416	1.08425	105	0	13
2024.01.31	00:45:00	1.08425	1.08437	1.08422	1.08437	53	0	6
2024.01.31	01:00:00	1.08439	1.08449	1.08431	1.08434	196	0	0
2024.01.31	01:15:00	1.08434	1.08444	1.08434	1.08438	223	0	0
2024.01.31	01:30:00	1.08438	1.08445	1.08435	1.08439	148	0	0
2024.01.31	01:45:00	1.08438	1.08450	1.08427	1.08430	191	0	0
2024.01.31	02:00:00	1.08432	1.08464	1.08430	1.08459	391	0	0
2024.01.31	02:15:00	1.08459	1.08483	1.08440	1.08453	526	0	0
2024.01.31	02:30:00	1.08453	1.08466	1.08413	1.08422	710	0	0
2024.01.31	02:45:00	1.08422	1.08450	1.08417	1.08429	603	0	0
2024.01.31	03:00:00	1.08429	1.08437	1.08412	1.08419	503	0	0
2024.01.31	03:15:00	1.08419	1.08429	1.08399	1.08411	447	0	0
2024.01.31	03:30:00	1.08411	1.08426	1.08379	1.08379	871	0	0
2024.01.31	03:45:00	1.08379	1.08387	1.08314	1.08315	624	0	0
2024.01.31	04:00:00	1.08314	1.08314	1.08221	1.08222	727	0	0
2024.01.31	04:15:00	1.08224	1.08253	1.08200	1.08206	535	0	0
2024.01.31	04:30:00	1.08204	1.08212	1.08171	1.08173	548	0	0
2024.01.31	04:45:00	1.08173	1.08183	1.08163	1.08183	363	0	0
2024.01.31	05:00:00	1.08183	1.08188	1.08167	1.08177	401	0	0
2024.01.31	05:15:00	1.08177	1.08188	1.08165	1.08182	271	0	0
2024.01.31	05:30:00	1.08181	1.08189	1.08160	1.08166	297	0	0
2024.01.31	05:45:00	1.08166	1.08188	1.08166	1.08187	225	0	0
2024.01.31	06:00:00	1.08187	1.08203	1.08182	1.08200	234	0	0
2024.01.31	06:15:00	1.08199	1.08200	1.08191	1.08191	224	0	0
2024.01.31	06:30:00	1.08192	1.08207	1.08188	1.08207	162	0	0
2024.01.31	06:45:00	1.08207	1.08224	1.08195	1.08206	264	0	0
2024.01.31	07:00:00	1.08206	1.08211	1.08191	1.08198	364	0	0
2024.01.31	07:15:00	1.08198	1.08206	1.08191	1.08202	267	0	0
2024.01.31	07:30:00	1.08201	1.08203	1.08177	1.08200	322	0	0
2024.01.31	07:45:00	1.08200	1.08220	1.08193	1.08205	307	0	0
2024.01.31	08:00:00	1.08204	1.08221	1.08184	1.08186	366	0	0
2024.01.31	08:15:00	1.08185	1.08198	1.08176	1.08182	420	0	0
2024.01.31	08:30:00	1.08181	1.08187	1.08164	1.08180	275	0	0
2024.01.31	08:45:00	1.08180	1.08181	1.08150	1.08157	406	0	0
2024.01.31	09:00:00	1.08156	1.08211	1.08150	1.08202	588	0	0
2024.01.31	09:15:00	1.08203	1.08210	1.08174	1.08209	577	0	0
2024.01.31	09:30:00	1.08209	1.08216	1.08166	1.08182	598	0	0
2024.01.31	09:45:00	1.08157	1.08178	1.08062	1.08161	998	0	0
