<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.01.05	17:00:00	1.09497	1.09984	1.09497	1.09856	2516	0	0
2024.01.05	17:15:00	1.09852	1.09920	1.09721	1.09812	2117	0	0
2024.01.05	17:30:00	1.09815	1.09939	1.09763	1.09895	1796	0	0
2024.01.05	17:45:00	1.09894	1.09929	1.09758	1.09783	1549	0	0
2024.01.05	18:00:00	1.09784	1.09801	1.09685	1.09761	1372	0	0
2024.01.05	18:15:00	1.09762	1.09806	1.09626	1.09632	1398	0	0
2024.01.05	18:30:00	1.09631	1.09704	1.09630	1.09686	1091	0	0
2024.01.05	18:45:00	1.09687	1.09698	1.09532	1.09560	1028	0	0
2024.01.05	19:00:00	1.09560	1.09560	1.09443	1.09494	1138	0	0
2024.01.05	19:15:00	1.09494	1.09545	1.09452	1.09456	924	0	0
2024.01.05	19:30:00	1.09456	1.09514	1.09432	1.09503	989	0	0
2024.01.05	19:45:00	1.09503	1.09514	1.09452	1.09464	804	0	0
2024.01.05	20:00:00	1.09463	1.09463	1.09375	1.09380	939	0	0
2024.01.05	20:15:00	1.09399	1.09460	1.09354	1.09453	730	0	0
2024.01.05	20:30:00	1.09452	1.09541	1.09452	1.09509	805	0	0
2024.01.05	20:45:00	1.09511	1.09562	1.09502	1.09541	522	0	0
2024.01.05	21:00:00	1.09541	1.09598	1.09539	1.09567	666	0	0
2024.01.05	21:15:00	1.09566	1.09571	1.09517	1.09538	755	0	0
2024.01.05	21:30:00	1.09538	1.09568	1.09476	1.09492	604	0	0
2024.01.05	21:45:00	1.09493	1.09493	1.09434	1.09454	801	0	0
2024.01.05	22:00:00	1.09454	1.09472	1.09424	1.09434	562	0	0
2024.01.05	22:15:00	1.09431	1.09433	1.09387	1.09403	587	0	0
2024.01.05	22:30:00	1.09402	1.09413	1.09358	1.09397	519	0	0
2024.01.05	22:45:00	1.09399	1.09419	1.09378	1.09393	550	0	0
2024.01.05	23:00:00	1.09394	1.09397	1.09371	1.09386	322	0	0
2024.01.05	23:15:00	1.09386	1.09401	1.09379	1.09389	262	0	0
2024.01.05	23:30:00	1.09390	1.09398	1.09389	1.09393	143	0	0
2024.01.05	23:45:00	1.09393	1.09415	1.09392	1.09415	143	0	0
2024.01.08	00:00:00	1.09326	1.09440	1.09326	1.09440	81	0	6
2024.01.08	00:15:00	1.09438	1.09443	1.09418	1.09443	107	0	5
2024.01.08	00:30:00	1.09444	1.09449	1.09418	1.09428	141	0	18
2024.01.08	00:45:00	1.09428	1.09449	1.09428	1.09432	98	0	15
2024.01.08	01:00:00	1.09434	1.09459	1.09385	1.09394	260	0	0
2024.01.08	01:15:00	1.09393	1.09402	1.09356	1.09357	186	0	0
2024.01.08	01:30:00	1.09357	1.09376	1.09350	1.09376	170	0	0
2024.01.08	01:45:00	1.09375	1.09422	1.09374	1.09418	178	0	0
2024.01.08	02:00:00	1.09418	1.09442	1.09404	1.09442	180	0	0
2024.01.08	02:15:00	1.09442	1.09468	1.09442	1.09464	250	0	0
2024.01.08	02:30:00	1.09464	1.09489	1.09451	1.09479	177	0	0
2024.01.08	02:45:00	1.09479	1.09494	1.09476	1.09488	252	0	0
2024.01.08	03:00:00	1.09485	1.09506	1.09471	1.09493	274	0	0
2024.01.08	03:15:00	1.09493	1.09525	1.09485	1.09508	373	0	0
2024.01.08	03:30:00	1.09507	1.09528	1.09500	1.09522	360	0	0
2024.01.08	03:45:00	1.09524	1.09532	1.09472	1.09482	383	0	0
2024.01.08	04:00:00	1.09476	1.09480	1.09434	1.09436	303	0	0
2024.01.08	04:15:00	1.09437	1.09453	1.09426	1.09427	253	0	0
2024.01.08	04:30:00	1.09427	1.09428	1.09396	1.09402	242	0	0
2024.01.08	04:45:00	1.09402	1.09404	1.09361	1.09374	303	0	0
2024.01.08	05:00:00	1.09373	1.09382	1.09356	1.09378	287	0	0
2024.01.08	05:15:00	1.09378	1.09394	1.09374	1.09377	268	0	0
2024.01.08	05:30:00	1.09377	1.09377	1.09316	1.09332	279	0	0
2024.01.08	05:45:00	1.09336	1.09347	1.09316	1.09331	335	0	0
2024.01.08	06:00:00	1.09330	1.09342	1.09307	1.09322	322	0	0
2024.01.08	06:15:00	1.09322	1.09363	1.09322	1.09362	191	0	0
2024.01.08	06:30:00	1.09362	1.09372	1.09345	1.09363	192	0	0
2024.01.08	06:45:00	1.09363	1.09373	1.09341	1.09342	257	0	0
2024.01.08	07:00:00	1.09342	1.09362	1.09330	1.09358	288	0	0
2024.01.08	07:15:00	1.09356	1.09367	1.09350	1.09361	220	0	0
2024.01.08	07:30:00	1.09356	1.09356	1.09322	1.09349	431	0	0
2024.01.08	07:45:00	1.09350	1.09377	1.09346	1.09376	247	0	0
2024.01.08	08:00:00	1.09376	1.09408	1.09365	1.09404	403	0	0
2024.01.08	08:15:00	1.09404	1.09437	1.09396	1.09434	313	0	0
2024.01.08	08:30:00	1.09434	1.09446	1.09407	1.09432	392	0	0
2024.01.08	08:45:00	1.09433	1.09469	1.09431	1.09460	299	0	0
2024.01.08	09:00:00	1.09462	1.09524	1.09420	1.09512	664	0	0
2024.01.08	09:15:00	1.09513	1.09513	1.09445	1.09464	478	0	0
2024.01.08	09:30:00	1.09465	1.09474	1.09395	1.09451	700	0	0
2024.01.08	09:45:00	1.09452	1.09488	1.09440	1.09453	806	0	0
2024.01.08	10:00:00	1.09454	1.09454	1.09301	1.09323	1182	0	0
2024.01.08	10:15:00	1.09323	1.09360	1.09296	1.09325	990	0	0
2024.01.08	10:30:00	1.09325	1.09395	1.09316	1.09340	967	0	0
2024.01.08	10:45:00	1.09340	1.09361	1.09317	1.09337	740	0	0
2024.01.08	11:00:00	1.09338	1.09344	1.09273	1.09313	833	0	0
2024.01.08	11:15:00	1.09315	1.09320	1.09249	1.09266	747	0	0
2024.01.08	11:30:00	1.09265	1.09342	1.09227	1.09327	833	0	0
2024.01.08	11:45:00	1.09325	1.09424	1.09325	1.09372	782	0	0
2024.01.08	12:00:00	1.09372	1.09411	1.09356	1.09366	799	0	0
2024.01.08	12:15:00	1.09366	1.09403	1.09344	1.09376	733	0	0
2024.01.08	12:30:00	1.09379	1.09430	1.09368	1.09403	637	0	0
2024.01.08	12:45:00	1.09403	1.09436	1.09393	1.09425	624	0	0
2024.01.08	13:00:00	1.09426	1.09484	1.09404	1.09482	638	0	0
2024.01.08	13:15:00	1.09481	1.09502	1.09423	1.09426	665	0	0
2024.01.08	13:30:00	1.09425	1.09451	1.09376	1.09377	667	0	0
2024.01.08	13:45:00	1.09377	1.09403	1.09369	1.09381	592	0	0
2024.01.08	14:00:00	1.09380	1.09483	1.09379	1.09479	725	0	0
2024.01.08	14:15:00	1.09479	1.09483	1.09421	1.09430	594	0	0
2024.01.08	14:30:00	1.09430	1.09436	1.09375	1.09423	593	0	0
2024.01.08	14:45:00	1.09422	1.09472	1.09414	1.09448	756	0	0
2024.01.08	15:00:00	1.09447	1.09493	1.09428	1.09442	776	0	0
2024.01.08	15:15:00	1.09442	1.09489	1.09438	1.09486	844	0	0
2024.01.08	15:30:00	1.09487	1.09563	1.09473	1.09528	1117	0	0
2024.01.08	15:45:00	1.09527	1.09527	1.09477	1.09509	968	0	0
2024.01.08	16:00:00	1.09510	1.09588	1.09495	1.09561	1147	0	0
2024.01.08	16:15:00	1.09567	1.09597	1.09541	1.09557	946	0	0
2024.01.08	16:30:00	1.09557	1.09628	1.09541	1.09573	1302	0	0
2024.01.08	16:45:00	1.09577	1.09611	1.09536	1.09603	1263	0	0
2024.01.08	17:00:00	1.09603	1.09669	1.09554	1.09640	929	0	0
2024.01.08	17:15:00	1.09640	1.09719	1.09617	1.09694	967	0	0
2024.01.08	17:30:00	1.09694	1.09719	1.09646	1.09687	995	0	0
2024.01.08	17:45:00	1.09687	1.09747	1.09663	1.09698	991	0	0
2024.01.08	18:00:00	1.09700	1.09789	1.09684	1.09765	1094	0	0
2024.01.08	18:15:00	1.09768	1.09771	1.09714	1.09730	1047	0	0
2024.01.08	18:30:00	1.09732	1.09782	1.09729	1.09772	712	0	0
2024.01.08	18:45:00	1.09777	1.09788	1.09718	1.09755	586	0	0
2024.01.08	19:00:00	1.09754	1.09787	1.09723	1.09734	596	0	0
2024.01.08	19:15:00	1.09731	1.09738	1.09662	1.09679	510	0	0
2024.01.08	19:30:00	1.09680	1.09680	1.09636	1.09656	478	0	0
2024.01.08	19:45:00	1.09656	1.09664	1.09625	1.09647	428	0	0
2024.01.08	20:00:00	1.09646	1.09658	1.09603	1.09603	422	0	0
2024.01.08	20:15:00	1.09603	1.09610	1.09565	1.09574	315	0	0
2024.01.08	20:30:00	1.09574	1.09580	1.09490	1.09520	466	0	0
2024.01.08	20:45:00	1.09520	1.09559	1.09515	1.09555	416	0	0
2024.01.08	21:00:00	1.09555	1.09589	1.09532	1.09584	472	0	0
2024.01.08	21:15:00	1.09584	1.09602	1.09574	1.09578	441	0	0
2024.01.08	21:30:00	1.09578	1.09617	1.09578	1.09607	364	0	0
2024.01.08	21:45:00	1.09607	1.09628	1.09597	1.09611	323	0	0
2024.01.08	22:00:00	1.09612	1.09612	1.09500	1.09506	402	0	0
2024.01.08	22:15:00	1.09506	1.09535	1.09495	1.09532	436	0	0
2024.01.08	22:30:00	1.09531	1.09567	1.09526	1.09540	455	0	0
2024.01.08	22:45:00	1.09540	1.09569	1.09515	1.09548	575	0	0
2024.01.08	23:00:00	1.09548	1.09563	1.09539	1.09556	265	0	0
2024.01.08	23:15:00	1.09555	1.09559	1.09515	1.09516	248	0	0
2024.01.08	23:30:00	1.09516	1.09520	1.09502	1.09508	274	0	0
2024.01.08	23:45:00	1.09508	1.09515	1.09498	1.09504	257	0	0
2024.01.09	00:00:00	1.09500	1.09515	1.09450	1.09515	102	0	7
2024.01.09	00:15:00	1.09513	1.09519	1.09492	1.09507	251	0	4
2024.01.09	00:30:00	1.09507	1.09529	1.09502	1.09503	212	0	6
2024.01.09	00:45:00	1.09503	1.09542	1.09491	1.09493	286	0	10
2024.01.09	01:00:00	1.09488	1.09527	1.09488	1.09516	154	0	0
2024.01.09	01:15:00	1.09516	1.09528	1.09514	1.09520	139	0	0
2024.01.09	01:30:00	1.09520	1.09521	1.09506	1.09512	170	0	0
2024.01.09	01:45:00	1.09512	1.09514	1.09497	1.09499	144	0	0
2024.01.09	02:00:00	1.09499	1.09569	1.09494	1.09566	400	0	0
2024.01.09	02:15:00	1.09564	1.09576	1.09546	1.09563	395	0	0
2024.01.09	02:30:00	1.09564	1.09595	1.09564	1.09579	334	0	0
2024.01.09	02:45:00	1.09578	1.09580	1.09542	1.09554	313	0	0
2024.01.09	03:00:00	1.09551	1.09579	1.09534	1.09534	404	0	0
2024.01.09	03:15:00	1.09534	1.09552	1.09524	1.09544	421	0	0
2024.01.09	03:30:00	1.09544	1.09552	1.09516	1.09528	535	0	0
2024.01.09	03:45:00	1.09529	1.09620	1.09529	1.09616	458	0	0
2024.01.09	04:00:00	1.09619	1.09636	1.09610	1.09616	422	0	0
2024.01.09	04:15:00	1.09616	1.09646	1.09611	1.09618	306	0	0
2024.01.09	04:30:00	1.09618	1.09642	1.09608	1.09639	269	0	0
2024.01.09	04:45:00	1.09639	1.09650	1.09620	1.09630	301	0	0
2024.01.09	05:00:00	1.09630	1.09647	1.09614	1.09634	327	0	0
2024.01.09	05:15:00	1.09634	1.09664	1.09630	1.09636	285	0	0
2024.01.09	05:30:00	1.09637	1.09654	1.09622	1.09646	313	0	0
2024.01.09	05:45:00	1.09646	1.09652	1.09608	1.09630	266	0	0
2024.01.09	06:00:00	1.09630	1.09632	1.09599	1.09600	224	0	0
2024.01.09	06:15:00	1.09599	1.09604	1.09536	1.09538	154	0	0
2024.01.09	06:30:00	1.09538	1.09567	1.09538	1.09552	309	0	0
2024.01.09	06:45:00	1.09552	1.09590	1.09548	1.09562	256	0	0
2024.01.09	07:00:00	1.09564	1.09564	1.09541	1.09542	160	0	0
2024.01.09	07:15:00	1.09542	1.09552	1.09490	1.09496	248	0	0
2024.01.09	07:30:00	1.09496	1.09518	1.09482	1.09484	310	0	0
2024.01.09	07:45:00	1.09484	1.09504	1.09482	1.09498	273	0	0
2024.01.09	08:00:00	1.09498	1.09534	1.09482	1.09527	397	0	0
2024.01.09	08:15:00	1.09525	1.09551	1.09510	1.09516	382	0	0
2024.01.09	08:30:00	1.09514	1.09528	1.09498	1.09525	364	0	0
2024.01.09	08:45:00	1.09524	1.09529	1.09488	1.09504	397	0	0
2024.01.09	09:00:00	1.09504	1.09545	1.09462	1.09536	681	0	0
2024.01.09	09:15:00	1.09537	1.09594	1.09530	1.09584	536	0	0
2024.01.09	09:30:00	1.09584	1.09630	1.09582	1.09599	544	0	0
2024.01.09	09:45:00	1.09598	1.09606	1.09554	1.09566	604	0	0
2024.01.09	10:00:00	1.09568	1.09568	1.09428	1.09428	914	0	0
2024.01.09	10:15:00	1.09428	1.09443	1.09390	1.09406	787	0	0
2024.01.09	10:30:00	1.09406	1.09463	1.09406	1.09457	950	0	0
2024.01.09	10:45:00	1.09457	1.09519	1.09457	1.09499	646	0	0
2024.01.09	11:00:00	1.09502	1.09506	1.09380	1.09386	752	0	0
2024.01.09	11:15:00	1.09382	1.09433	1.09381	1.09406	805	0	0
2024.01.09	11:30:00	1.09406	1.09452	1.09391	1.09417	674	0	0
2024.01.09	11:45:00	1.09416	1.09443	1.09404	1.09442	604	0	0
2024.01.09	12:00:00	1.09446	1.09459	1.09360	1.09367	676	0	0
2024.01.09	12:15:00	1.09365	1.09482	1.09365	1.09464	668	0	0
2024.01.09	12:30:00	1.09462	1.09474	1.09408	1.09410	729	0	0
2024.01.09	12:45:00	1.09411	1.09417	1.09327	1.09357	562	0	0
2024.01.09	13:00:00	1.09357	1.09360	1.09303	1.09308	643	0	0
2024.01.09	13:15:00	1.09308	1.09349	1.09305	1.09347	517	0	0
2024.01.09	13:30:00	1.09346	1.09348	1.09290	1.09295	568	0	0
2024.01.09	13:45:00	1.09294	1.09323	1.09291	1.09314	571	0	0
2024.01.09	14:00:00	1.09314	1.09336	1.09290	1.09324	575	0	0
2024.01.09	14:15:00	1.09323	1.09416	1.09320	1.09395	636	0	0
2024.01.09	14:30:00	1.09395	1.09401	1.09292	1.09326	630	0	0
2024.01.09	14:45:00	1.09326	1.09416	1.09322	1.09406	722	0	0
2024.01.09	15:00:00	1.09406	1.09468	1.09363	1.09459	847	0	0
2024.01.09	15:15:00	1.09459	1.09466	1.09331	1.09360	879	0	0
2024.01.09	15:30:00	1.09361	1.09457	1.09337	1.09390	1146	0	0
2024.01.09	15:45:00	1.09391	1.09468	1.09361	1.09460	1216	0	0
2024.01.09	16:00:00	1.09459	1.09476	1.09382	1.09426	1179	0	0
2024.01.09	16:15:00	1.09426	1.09457	1.09391	1.09426	937	0	0
2024.01.09	16:30:00	1.09425	1.09513	1.09425	1.09431	1242	0	0
2024.01.09	16:45:00	1.09431	1.09467	1.09401	1.09456	1176	0	0
2024.01.09	17:00:00	1.09466	1.09468	1.09388	1.09415	1060	0	0
2024.01.09	17:15:00	1.09416	1.09450	1.09352	1.09371	914	0	0
2024.01.09	17:30:00	1.09372	1.09374	1.09287	1.09287	1091	0	0
2024.01.09	17:45:00	1.09278	1.09290	1.09178	1.09180	1244	0	0
2024.01.09	18:00:00	1.09178	1.09208	1.09103	1.09164	1113	0	0
2024.01.09	18:15:00	1.09164	1.09282	1.09160	1.09262	769	0	0
2024.01.09	18:30:00	1.09262	1.09298	1.09227	1.09235	671	0	0
2024.01.09	18:45:00	1.09233	1.09352	1.09232	1.09344	600	0	0
2024.01.09	19:00:00	1.09344	1.09365	1.09302	1.09327	801	0	0
2024.01.09	19:15:00	1.09328	1.09390	1.09307	1.09379	612	0	0
2024.01.09	19:30:00	1.09380	1.09393	1.09333	1.09370	686	0	0
2024.01.09	19:45:00	1.09370	1.09386	1.09336	1.09342	730	0	0
2024.01.09	20:00:00	1.09342	1.09399	1.09325	1.09376	818	0	0
2024.01.09	20:15:00	1.09374	1.09391	1.09282	1.09285	764	0	0
2024.01.09	20:30:00	1.09284	1.09286	1.09233	1.09238	644	0	0
2024.01.09	20:45:00	1.09238	1.09269	1.09223	1.09242	610	0	0
2024.01.09	21:00:00	1.09242	1.09286	1.09236	1.09248	588	0	0
2024.01.09	21:15:00	1.09242	1.09249	1.09220	1.09228	608	0	0
2024.01.09	21:30:00	1.09226	1.09236	1.09202	1.09208	469	0	0
2024.01.09	21:45:00	1.09208	1.09254	1.09202	1.09254	605	0	0
2024.01.09	22:00:00	1.09254	1.09298	1.09253	1.09282	677	0	0
2024.01.09	22:15:00	1.09282	1.09297	1.09269	1.09282	617	0	0
2024.01.09	22:30:00	1.09285	1.09296	1.09270	1.09279	528	0	0
2024.01.09	22:45:00	1.09277	1.09286	1.09250	1.09279	512	0	0
2024.01.09	23:00:00	1.09281	1.09300	1.09277	1.09293	247	0	0
2024.01.09	23:15:00	1.09293	1.09309	1.09289	1.09300	217	0	0
2024.01.09	23:30:00	1.09301	1.09311	1.09300	1.09303	263	0	0
2024.01.09	23:45:00	1.09303	1.09315	1.09303	1.09312	220	0	0
2024.01.10	00:00:00	1.09310	1.09310	1.09256	1.09287	70	0	3
2024.01.10	00:15:00	1.09287	1.09294	1.09259	1.09275	107	0	5
2024.01.10	00:30:00	1.09275	1.09293	1.09275	1.09290	113	0	7
2024.01.10	00:45:00	1.09290	1.09295	1.09282	1.09286	99	0	4
2024.01.10	01:00:00	1.09291	1.09330	1.09285	1.09324	105	0	0
2024.01.10	01:15:00	1.09324	1.09325	1.09318	1.09320	71	0	0
2024.01.10	01:30:00	1.09320	1.09322	1.09298	1.09305	124	0	0
2024.01.10	01:45:00	1.09307	1.09320	1.09304	1.09320	94	0	0
2024.01.10	02:00:00	1.09320	1.09356	1.09316	1.09356	270	0	0
2024.01.10	02:15:00	1.09356	1.09366	1.09347	1.09359	188	0	0
2024.01.10	02:30:00	1.09358	1.09359	1.09304	1.09305	360	0	0
2024.01.10	02:45:00	1.09305	1.09335	1.09292	1.09308	386	0	0
2024.01.10	03:00:00	1.09308	1.09308	1.09262	1.09275	387	0	0
2024.01.10	03:15:00	1.09275	1.09294	1.09267	1.09286	424	0	0
2024.01.10	03:30:00	1.09284	1.09335	1.09283	1.09316	480	0	0
2024.01.10	03:45:00	1.09316	1.09329	1.09299	1.09323	345	0	0
2024.01.10	04:00:00	1.09324	1.09341	1.09319	1.09324	375	0	0
2024.01.10	04:15:00	1.09323	1.09354	1.09322	1.09334	313	0	0
2024.01.10	04:30:00	1.09334	1.09345	1.09318	1.09344	298	0	0
2024.01.10	04:45:00	1.09344	1.09360	1.09318	1.09338	277	0	0
2024.01.10	05:00:00	1.09338	1.09348	1.09314	1.09332	305	0	0
2024.01.10	05:15:00	1.09332	1.09361	1.09332	1.09346	322	0	0
2024.01.10	05:30:00	1.09346	1.09349	1.09314	1.09318	319	0	0
2024.01.10	05:45:00	1.09318	1.09323	1.09280	1.09294	318	0	0
2024.01.10	06:00:00	1.09290	1.09310	1.09290	1.09308	200	0	0
2024.01.10	06:15:00	1.09308	1.09316	1.09298	1.09311	207	0	0
2024.01.10	06:30:00	1.09310	1.09328	1.09302	1.09324	199	0	0
2024.01.10	06:45:00	1.09324	1.09330	1.09310	1.09320	195	0	0
2024.01.10	07:00:00	1.09321	1.09333	1.09305	1.09313	160	0	0
2024.01.10	07:15:00	1.09313	1.09338	1.09307	1.09328	190	0	0
2024.01.10	07:30:00	1.09327	1.09342	1.09323	1.09329	225	0	0
2024.01.10	07:45:00	1.09329	1.09331	1.09307	1.09324	259	0	0
2024.01.10	08:00:00	1.09321	1.09322	1.09277	1.09288	361	0	0
2024.01.10	08:15:00	1.09288	1.09336	1.09271	1.09312	338	0	0
2024.01.10	08:30:00	1.09312	1.09314	1.09275	1.09280	315	0	0
2024.01.10	08:45:00	1.09280	1.09296	1.09236	1.09248	460	0	0
2024.01.10	09:00:00	1.09247	1.09295	1.09247	1.09273	681	0	0
2024.01.10	09:15:00	1.09273	1.09347	1.09257	1.09331	665	0	0
2024.01.10	09:30:00	1.09331	1.09405	1.09322	1.09400	742	0	0
2024.01.10	09:45:00	1.09401	1.09455	1.09260	1.09263	991	0	0
2024.01.10	10:00:00	1.09264	1.09339	1.09230	1.09308	1184	0	0
2024.01.10	10:15:00	1.09308	1.09422	1.09300	1.09409	809	0	0
2024.01.10	10:30:00	1.09409	1.09409	1.09366	1.09390	746	0	0
2024.01.10	10:45:00	1.09390	1.09450	1.09381	1.09434	793	0	0
2024.01.10	11:00:00	1.09434	1.09490	1.09417	1.09479	749	0	0
2024.01.10	11:15:00	1.09483	1.09500	1.09461	1.09478	655	0	0
2024.01.10	11:30:00	1.09479	1.09520	1.09474	1.09480	605	0	0
2024.01.10	11:45:00	1.09479	1.09490	1.09450	1.09472	603	0	0
2024.01.10	12:00:00	1.09470	1.09545	1.09451	1.09514	754	0	0
2024.01.10	12:15:00	1.09513	1.09550	1.09494	1.09533	585	0	0
2024.01.10	12:30:00	1.09530	1.09532	1.09472	1.09483	533	0	0
2024.01.10	12:45:00	1.09483	1.09532	1.09475	1.09493	447	0	0
2024.01.10	13:00:00	1.09493	1.09555	1.09482	1.09536	478	0	0
2024.01.10	13:15:00	1.09535	1.09539	1.09445	1.09447	517	0	0
2024.01.10	13:30:00	1.09446	1.09462	1.09418	1.09448	566	0	0
2024.01.10	13:45:00	1.09448	1.09472	1.09432	1.09461	506	0	0
2024.01.10	14:00:00	1.09460	1.09504	1.09458	1.09489	493	0	0
2024.01.10	14:15:00	1.09489	1.09496	1.09453	1.09490	374	0	0
2024.01.10	14:30:00	1.09488	1.09503	1.09434	1.09448	505	0	0
2024.01.10	14:45:00	1.09449	1.09470	1.09438	1.09439	582	0	0
2024.01.10	15:00:00	1.09439	1.09518	1.09413	1.09510	710	0	0
2024.01.10	15:15:00	1.09511	1.09520	1.09422	1.09463	817	0	0
2024.01.10	15:30:00	1.09462	1.09486	1.09428	1.09428	765	0	0
2024.01.10	15:45:00	1.09428	1.09445	1.09406	1.09407	616	0	0
2024.01.10	16:00:00	1.09406	1.09417	1.09373	1.09398	603	0	0
2024.01.10	16:15:00	1.09399	1.09399	1.09354	1.09382	554	0	0
2024.01.10	16:30:00	1.09383	1.09406	1.09333	1.09369	829	0	0
2024.01.10	16:45:00	1.09369	1.09404	1.09321	1.09400	967	0	0
2024.01.10	17:00:00	1.09400	1.09468	1.09358	1.09448	827	0	0
2024.01.10	17:15:00	1.09450	1.09488	1.09444	1.09473	801	0	0
2024.01.10	17:30:00	1.09474	1.09656	1.09472	1.09638	941	0	0
2024.01.10	17:45:00	1.09638	1.09691	1.09635	1.09674	902	0	0
2024.01.10	18:00:00	1.09676	1.09691	1.09616	1.09618	736	0	0
2024.01.10	18:15:00	1.09618	1.09638	1.09571	1.09598	689	0	0
2024.01.10	18:30:00	1.09598	1.09598	1.09526	1.09557	554	0	0
2024.01.10	18:45:00	1.09558	1.09598	1.09537	1.09590	565	0	0
2024.01.10	19:00:00	1.09596	1.09647	1.09584	1.09640	520	0	0
2024.01.10	19:15:00	1.09640	1.09669	1.09626	1.09661	391	0	0
2024.01.10	19:30:00	1.09661	1.09682	1.09653	1.09677	500	0	0
2024.01.10	19:45:00	1.09676	1.09677	1.09645	1.09672	465	0	0
2024.01.10	20:00:00	1.09670	1.09687	1.09594	1.09645	774	0	0
2024.01.10	20:15:00	1.09645	1.09696	1.09638	1.09687	537	0	0
2024.01.10	20:30:00	1.09688	1.09689	1.09653	1.09673	410	0	0
2024.01.10	20:45:00	1.09673	1.09699	1.09659	1.09696	366	0	0
2024.01.10	21:00:00	1.09696	1.09709	1.09673	1.09690	434	0	0
2024.01.10	21:15:00	1.09690	1.09703	1.09679	1.09691	409	0	0
2024.01.10	21:30:00	1.09691	1.09705	1.09670	1.09697	463	0	0
2024.01.10	21:45:00	1.09700	1.09709	1.09669	1.09704	472	0	0
2024.01.10	22:00:00	1.09704	1.09729	1.09627	1.09660	396	0	0
2024.01.10	22:15:00	1.09658	1.09728	1.09619	1.09635	964	0	0
2024.01.10	22:30:00	1.09634	1.09662	1.09615	1.09635	717	0	0
2024.01.10	22:45:00	1.09632	1.09661	1.09620	1.09657	575	0	0
2024.01.10	23:00:00	1.09657	1.09687	1.09650	1.09686	323	0	0
2024.01.10	23:15:00	1.09686	1.09701	1.09684	1.09697	221	0	0
2024.01.10	23:30:00	1.09697	1.09723	1.09695	1.09722	230	0	0
2024.01.10	23:45:00	1.09722	1.09732	1.09715	1.09728	178	0	0
2024.01.11	00:00:00	1.09721	1.09727	1.09654	1.09695	93	0	3
2024.01.11	00:15:00	1.09695	1.09718	1.09689	1.09705	325	0	7
2024.01.11	00:30:00	1.09703	1.09716	1.09693	1.09712	63	0	3
2024.01.11	00:45:00	1.09712	1.09724	1.09710	1.09724	55	0	3
2024.01.11	01:00:00	1.09727	1.09733	1.09712	1.09728	166	0	0
2024.01.11	01:15:00	1.09728	1.09736	1.09718	1.09729	128	0	0
2024.01.11	01:30:00	1.09729	1.09738	1.09726	1.09734	136	0	0
2024.01.11	01:45:00	1.09734	1.09749	1.09733	1.09742	136	0	0
2024.01.11	02:00:00	1.09743	1.09754	1.09732	1.09737	209	0	0
2024.01.11	02:15:00	1.09738	1.09764	1.09736	1.09758	287	0	0
2024.01.11	02:30:00	1.09757	1.09770	1.09750	1.09768	328	0	0
2024.01.11	02:45:00	1.09768	1.09790	1.09762	1.09780	421	0	0
2024.01.11	03:00:00	1.09780	1.09796	1.09768	1.09781	426	0	0
2024.01.11	03:15:00	1.09784	1.09788	1.09758	1.09772	344	0	0
2024.01.11	03:30:00	1.09772	1.09774	1.09752	1.09758	415	0	0
2024.01.11	03:45:00	1.09758	1.09804	1.09758	1.09790	299	0	0
2024.01.11	04:00:00	1.09791	1.09807	1.09778	1.09802	276	0	0
2024.01.11	04:15:00	1.09802	1.09850	1.09802	1.09804	535	0	0
2024.01.11	04:30:00	1.09804	1.09812	1.09772	1.09785	344	0	0
2024.01.11	04:45:00	1.09784	1.09801	1.09773	1.09782	284	0	0
2024.01.11	05:00:00	1.09782	1.09794	1.09774	1.09782	227	0	0
2024.01.11	05:15:00	1.09782	1.09798	1.09782	1.09788	153	0	0
2024.01.11	05:30:00	1.09788	1.09810	1.09783	1.09790	218	0	0
2024.01.11	05:45:00	1.09790	1.09813	1.09785	1.09804	216	0	0
2024.01.11	06:00:00	1.09804	1.09830	1.09803	1.09814	230	0	0
2024.01.11	06:15:00	1.09814	1.09815	1.09794	1.09799	255	0	0
2024.01.11	06:30:00	1.09799	1.09802	1.09776	1.09788	217	0	0
2024.01.11	06:45:00	1.09788	1.09800	1.09778	1.09778	194	0	0
2024.01.11	07:00:00	1.09778	1.09815	1.09758	1.09814	320	0	0
2024.01.11	07:15:00	1.09814	1.09816	1.09784	1.09798	242	0	0
2024.01.11	07:30:00	1.09798	1.09802	1.09784	1.09794	206	0	0
2024.01.11	07:45:00	1.09794	1.09806	1.09782	1.09784	275	0	0
2024.01.11	08:00:00	1.09784	1.09802	1.09746	1.09792	274	0	0
2024.01.11	08:15:00	1.09792	1.09845	1.09782	1.09838	397	0	0
2024.01.11	08:30:00	1.09838	1.09886	1.09832	1.09862	446	0	0
2024.01.11	08:45:00	1.09862	1.09865	1.09836	1.09858	260	0	0
2024.01.11	09:00:00	1.09862	1.09870	1.09838	1.09858	517	0	0
2024.01.11	09:15:00	1.09851	1.09862	1.09826	1.09828	324	0	0
2024.01.11	09:30:00	1.09828	1.09831	1.09791	1.09796	502	0	0
2024.01.11	09:45:00	1.09797	1.09822	1.09774	1.09790	497	0	0
